novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_kakao,나눔
스포가 절실함,fantasy,스포금지,https://dn-img-page.kakao.com/download/resource?kid=dARySY/hynaDHXpyQ/zdAnkOfsEnPJsX105JDe8K&filename=th3,"[실행자의 현 등급: 단역F]
[실행자의 원작 기여도가 현저히 낮습니다]
[‘원작 불러오기’가 불완전하게 끝납니다]

눈을 떠보니 이상한 세계에 떨어졌다. 
꿈이라고 생각했지만, 여긴 현실이었다.

“내가 뭘 해야 한다고?”

원작의 완결을 비틀어야 한다.
종족 간의 전쟁, 살벌한 주인공들의 연애! 다 알아서들 하시고.
나는 평온하게 살기만 바랐을 뿐인데.
이 빌어먹을 세상 아니, 소설은 그리 만만하지 않았다.

""어?? 아니, 이게 맞아??!!""

이 시스템 놈아!! 스포를 하려면 제대로 좀 해 달라고!!!

띠링!
[즐거운 원작 감상과 함께 실감 나는 체험을 지향합니다]",https://page.kakao.com/content/61033346?tab_type=about,나눔
마왕의 전생은 대리기사,fantasy,쿼카젤리,https://dn-img-page.kakao.com/download/resource?kid=bZI1EJ/hzab4EiHfy/XgRdQyikCtRXHHTp8j7Ep1&filename=th3,"대리기사님 여기요~
아니 마왕님이 오시면 어떡합니까.
대리기사님은 언제 오시는 건데요?
에휴, 알겠습니다. 출발하세요.",https://page.kakao.com/content/61072424?tab_type=about,나눔
마교레인저 전입을 명 받았습니다,fantasy,한강물라면,https://dn-img-page.kakao.com/download/resource?kid=9g43B/hyoXzQVnzf/0642uvWdVmKAnKo9cqq1p1&filename=th3,"나는 폐급 각성자다.
아니, 각성자였다.

그래.
얼마 전까지만 해도 말이다.

""네? 뭐라… 고요?""
""꼬마야, 마교레인저(魔敎Rangers) 본부에 온 걸 환영한단다.""

……그게 뭔 개소리야?!",https://page.kakao.com/content/60405095?tab_type=about,나눔
우리 동네 성당엔 마신이 산다,fantasy,임준후,https://dn-img-page.kakao.com/download/resource?kid=Der1O/hzp2mpmJlC/vWHuSjnuavPxDspLK8wcbk&filename=th3,"왜 엉뚱한 놈의 몸에 들어와 있는 거지? 
돼지 자식은 이런 일이 생길 거라는 말은 하지 않았었는데… 
혼돈지력이 움직이지 않는다. 어디에 숨어 있는지 찾을 수도 없어. 
암월도 보이지 않고, 삼색이와 환우십병도 느껴지지 않아…….

이런 X… 같은 경우가…….

다른 차원의 세계를 멸망시키려 했던 ‘혼돈’의 뒤를 쫓아 현대로 온 영생불사 ‘대마신’의 좌충우돌 현대 적응기",https://page.kakao.com/content/59105323?tab_type=about,나눔
환생한 암살자는 검술 천재,fantasy,글개미,https://dn-img-page.kakao.com/download/resource?kid=mrG85/hyvQNuVLzB/udKt1KxLxHPWxCwoxEpE9K&filename=th3,"평생을 목줄 맨 개로 살았다.

새롭게 얻은 삶.

목줄은 끊어졌고, 분노는 남았다. 

이젠 내 의지로 살고, 내 발로 걷겠다. 

앞을 막는다면 신이라고 할 지라도 베어버리리라.",https://page.kakao.com/content/57948732?tab_type=about,나눔
천재 올 마스터의 귀환,fantasy,천화s,https://dn-img-page.kakao.com/download/resource?kid=caZ2H8/hyoXAh5Go0/yuQrUdQjg9uyXutoSCpncK&filename=th3,"마왕 데이모스 앞에 무릎 꿇은 최후의 10인.

절망의 순간,
최후의 회귀자로 회귀하게 된 지은성!

그에게 주어진 마지막 기회.

[스킬 이해도가 크게 증가합니다!]
[이해도 1%……100%]
[스킬의 레벨이 올랐습니다!]

모든 스킬을 읽어내는 능력으로
강해지고, 강해지고, 더 강해질 것이다!

“진짜는 지금부터야.”

[천재 올 마스터의 귀환]",https://page.kakao.com/content/60316509?tab_type=about,나눔
검술명가 막내아들,fantasy,황제펭귄,https://dn-img-page.kakao.com/download/resource?kid=clhsNt/hzb7wS86iU/youcLvg4JQS9ylFzZJZCiK&filename=th3,"진 룬칸델
대륙 최고의 검술명가, 룬칸델의 막내아들
룬칸델 역사상 최악의 둔재

비참하게 쫓겨나 허무한 최후를 맞이한 그에게
다시 한 번 기회가 주어졌다

“너는 이 힘을 어떻게 사용하고 싶더냐?”
“저를 위해 사용하고 싶습니다.”

전생의 기억과 압도적인 재능, 그리고 신과의 계약

최강이 될 준비는 끝났다",https://page.kakao.com/content/52347864?tab_type=about,나눔
문효! 세계를 경영하다,fantasy,천지무천,https://dn-img-page.kakao.com/download/resource?kid=ZikRw/hzN2iJWeZH/wURekheuaF9QZKjbvM67lK&filename=th3,"한국대 동양사학과를 졸업하고 하버드 경영학과 박사과정을 수료한 정중호.
창창한 미래만이 기다리는 그는 비행기 사고를 겪는다.

눈을 떠 보니…… 조선 시대?
그것도 왕세자?

죽었어야 할 5살 문효세자에 빙의하게 된 정중호,
그는 애민연생(愛民憐生)의 마음으로 사회와 경제, 습관과 생활을 바꿔 나가기 시작한다.

정조의 개혁은 끝나지 않았다.
죽음을 이겨 낸 문효세자, 조선을 넘어 세계를 경영하다!",https://page.kakao.com/content/61015735?tab_type=about,나눔
2레벨로 회귀한 무신,fantasy,염비,https://dn-img-page.kakao.com/download/resource?kid=cN4hRc/hyzTZx757q/0ye0fKA5ShWw6hXNdFWRf1&filename=th3,"『내 상태창 2개』, 『1000년 만에 귀환한 검신』 염비의 야심작!

『2레벨로 회귀한 무신』

[NO. 4212.’인류’, 강등전 패배.]
[인류의 삭제를 시작합니다.]

최종 미션을 실패하고 멸망해 버린 지구
최후의 생존자이자 무성(武聖)으로 불리던 성지한
죽음을 앞두고 '최초의 시기'로 회귀하게 되는데

-저 윤세진, 오늘 부로 일본인으로 살기로 했습니다!
-이제부터 이토 류헤이로 불러 주십시오.

눈을 뜨자마자 보인 건 대한민국의 검왕으로 불리던
제 매형의 매국 소식이었다

""……일단 저 새끼부터 조진다.""

복수는 철저하게, 계획은 빈틈없이
멸망의 미래를 구원하고 평화를 쟁취해 낼
대한민국의 무신, 성지한의 거침없는 행보를 주목하라!",https://page.kakao.com/content/57352245?tab_type=about,나눔
하이베른가의 대공자,fantasy,청루연,https://dn-img-page.kakao.com/download/resource?kid=OSffc/hzab6PsfY0/5LOh0owo36xd1hzw5HmeSK&filename=th3,"동료들의 절망과 희생을 짊어지고 도착한 곳은
평화로웠지만 폭풍전야 같은 그 옛날 과거.

가문의 저주에 의해 생명력이 말라 가며
누구보다 죽음과 가까웠던 때였다.

하지만 이제는 다를 것이다.
명예를 지키지 못했다며 멸시받던 겁쟁이는 죽었고
절망으로 밤을 지새웠던 나약한 영혼은 사라졌다.

나는 루인 사드하 월켄 드 베른.
왕국의 기수 하이베른가의 대공자이자,
흑암의 공포라 불리며 초인들을 이끌었던 대마도사.

압도적인 지혜와 경험으로 최후의 승리를 거머쥐리라.",https://page.kakao.com/content/60502239?tab_type=about,나눔
마계 아카데미의 실눈 악역,fantasy,아회,https://dn-img-page.kakao.com/download/resource?kid=A5SCp/hzCtaKxkif/xZDabbMPyHPx3IFkQ6f4Qk&filename=th3,"최악이자 최강의 악역.
실눈 캐릭터, 아센 아델이 되다.

“복수라.”

좋은 울림이었다.
적어도 몸의 원주인에게 있어서는.


하지만 내 입장에서는 복수는커녕 살아남는 게 목표.
인간들에게서 살아남을 자신은 없었던 나는,
ㅡ마계(魔界)로 갔다.

거기서 내가 향한 곳은.
인간계의 명문가 자제들만 모인다는 황립 학원,
……을 테러하는 마족들의 학교였다.",https://page.kakao.com/content/60024199?tab_type=about,나눔
탑랭커의 작가지망생활백서,fantasy,츄르한잔,https://dn-img-page.kakao.com/download/resource?kid=QuUsv/hzN2ltbByF/9wjdZsXTOKP2IDjSVqEB41&filename=th3,"레전더리 헌터, 뇌제, 인류 최강.
그 모든 수식어를 내던지고 선택했다.

웹소설 작가가 되기로!",https://page.kakao.com/content/61080842?tab_type=about,나눔
아카데미의 마피아가 되었다,fantasy,씨즐,https://dn-img-page.kakao.com/download/resource?kid=cbs1qF/hzCs7Agswx/G6LSbuW8MyFxIcR3ckAk40&filename=th3,"『아카데미의 마피아가 되었다.』

한 게임에 인생을 갈아 넣었지만
벽에 막혀서 만년 2등으로 살던 어느 날

[님은 님 닉네임으로 살라면 살 수 있겠음?]
ㄴ뒷세계흑막염: 남자는 못 먹어도 고지!

갑자기 받은 쪽지와 함께 게임에 빙의해 버렸다
그것도 암흑가 보스의 무능한 후계자로!

“그래, 혈연도 능력이라면 능력이지.”

게임 고인물은 어디 안 간다
압도적인 폭력, 끝없는 재력, 뒷세계의 인맥
뭐든 사용해서 살아남아 주마!",https://page.kakao.com/content/60009099?tab_type=about,나눔
천마님 귀환하신다,fantasy,빡선생,https://dn-img-page.kakao.com/download/resource?kid=Q1efd/hzwBnPH9TR/3DHPJxPuUstvJKuzH2kPOK&filename=th3,"천마신교의 살아 있는 신이자 강호 무림의 절대자, 마진성.
천신만고 끝에 지구로 돌아왔지만, 어째 내가 아는 세상과 다르다?

“너네 집 없어졌는데?”
“…뭐?”
“너네 집. 없어졌다고.”

신화경(神化境)의 경지도, 자신이 살던 전셋집도 잃었지만 좌절할 수는 없는 일!
던전이든 몬스터든 나 마진성의 앞에는 한낱 조무래기에 불과하다!
자신은 오직 홀로 독보하는 자, 천마(天魔)이니까!",https://page.kakao.com/content/59661485?tab_type=about,나눔
혼술사 도로테아,fantasy,세이료우,https://dn-img-page.kakao.com/download/resource?kid=CDzVL/hzb7t95v7r/8zV5tLkkZW3CP3q0Ew1YB1&filename=th3,"단지 남들과는 다른 능력을 타고났다는 이유만으로, 가문의 번영을 위한 살아있는 인간 부적이자 액막이가 되어야 했던 재신.

'걱정 마. 나는 네 오빠니까. 꼭 이곳에서 내보내 줄게.'

소녀가 기약 없는 약속을 기다리는 동안, 소년은 무럭무럭 자라 평범한 사람이 되어 갔다.
약속을 잊고 다른 인간들처럼 그녀를 가두는 족쇄를 자처하는, 어리석은 사람으로.

‘사람의 마음은 참 간사하고, 쉽게 변하지.’

진정한 자유란 누군가에게 기대어서는 올 수 없음을 그때 깨달았다. 
영원한 해방을 얻기 위해 죽음을 선택한 순간, 그녀는 도로테아 에버리가 되어 눈을 떴다.

“그거 알아요? 당신의 여동생이, 검이 가진 살(殺)을 먹어 주고 있었다는 거.”

이승과 저승의 경계에 놓인 다리를 넘나들며,
혼을 다루는 혼술사(魂術士).

운명을 거슬러 닿은 낯선 세상.
그녀는 부여받은 새로운 생을 이어받기로 결심했다.

이 세계의 유일한 혼술사(魂術士), 도로테아로서.",https://page.kakao.com/content/58310906?tab_type=about,나눔
탑에 갇혀 고인물,fantasy,겨자소스,https://dn-img-page.kakao.com/download/resource?kid=FeFFk/hyEdhBxAoj/x8nKp1QNnSlxwAtgTfaoM1&filename=th3,"헌터가 되는 방법은 하나다, 탑의 초대를 받아 등반하는 것.
등반한 층수에 따라 강함이 결정된다.

총 100층.
모든 코인을 소모하거나, 전부 클리어해야 나갈 수 있다.

[조현수 님(도전자)의 코인을 조회합니다.]
[코인: 999,999,999×∞]
[조현수 님의 코인은 무한입니다.]

목숨이 무한개라 개꿀인 줄 알았는데.....

“100층까지 깨야 집에 갈 수 있네?”

나는 탑에 갇혔다.",https://page.kakao.com/content/55640755?tab_type=about,나눔
공작가의 미친놈,fantasy,유현s,https://dn-img-page.kakao.com/download/resource?kid=AmXnE/hzwBmpFsws/rthXSOK958xSAklZi1PgRk&filename=th3,"가문이 멸문 당하고 말았다. 그렇게 원수들의 칼에 죽은 순간, 다시 과거로 돌아왔다.
미쳐있던 정신도 다시 돌아왔는데 그래서 좋았다

'미친놈이었던 나는 너무 막무가내였어.'

이제는 정신도 돌아왔으니 치밀하게 복수를 할 수 있을 것이다.
...적어도 그렇게 믿었다.",https://page.kakao.com/content/59603463?tab_type=about,나눔
마법학교 마법사로 살아가는 법,fantasy,글쓰는기계,https://dn-img-page.kakao.com/download/resource?kid=ceVevV/hzhOldna57/DXofk6H4maf7o7TbefsDIk&filename=th3,"대학원생 이한.
다른 세계 마법명가의 막내로 태어나다.

-다시는 학교에 들어가지 않겠다!

'너는 무엇을 목표로 하는가?'
'평생 놀고 먹...'
'그래. 너도 스스로 네 재능을 느끼고 있을 것이다. 마법학교 에인로가드로 가라!'
'가주님!'

마법학교를 졸업하면 평생이 보장된다.
최선을 다해 졸업하라!",https://page.kakao.com/content/57668776?tab_type=about,나눔
네크로맨서 학교의 소환천재,fantasy,일제사격,https://dn-img-page.kakao.com/download/resource?kid=bOasKZ/hzCteFgW2O/xQqox3QJsxKMRfrnG7UU9K&filename=th3,"네크로맨서 진영과 프리스트 진영의 ‘100년 전쟁’ 이후.
힘의 구도를 뒤바꿀 역대급 인재가 태어났다.

“저 희귀 케이스인가요? 재능 있는 거예요?”

무엇을 상상하든 그 이상의 잠재력.
아버지의 언데드 군단을 손에 넣고, 대륙을 양분하는 위대한 네크로맨서 학교 ‘키젠’에 입학한다.

엘리트들 사이에 모여 있어도 천재는 천재.
새로운 케이스의 등장에 연구계가 발칵 뒤집히고, 직속제자로 삼기 위해 교수들이 가만 내버려 두질 않는다.
온 왕국의 관계자들과 기관장들이 그를 영입하기 위해 몸이 달아있다. 

“교수님! 리치는 언제 만들 수 있나요?”
“재능도 적당히 있어야지 선 넘네 진짜.”

천재 중의 천재가 나타났다.

그림 작가 : 쵸쵸",https://page.kakao.com/content/55516007?tab_type=about,나눔
게임 속 시한부 천재 마법사가 되었다,fantasy,동구이,https://dn-img-page.kakao.com/download/resource?kid=cJDXai/hzab36a9Oy/2W9lfU6d5KDGZ23D2QgOr0&filename=th3,"나 같은 즐겜유저에게 어나더 월드는 너무 가혹했다.

그래서 치트키를 썼다. 아니, 들이부었다.

[마나감응천재], [마나의 친구], [엘더 엘프의 축복]. [드래곤 하트].

그렇게 나는 게임 속 사기 캐릭터가 됐다.

그런데 시한부를 곁들인.",https://page.kakao.com/content/60613372?tab_type=about,나눔
멸망은 두 번째라서,fantasy,칠팔,https://dn-img-page.kakao.com/download/resource?kid=bAlYZs/hyZIbzFDSC/5DqBMAbVDog2BEo7L3n1X1&filename=th3,"자신의 의지가 아닌 채 회귀한 탑의 악(惡) 고원.

다시 한 번 탑을 올라서며 다짐한다.

반드시 살린다. 아니, 이번에는 모두와 함께 마지막 층으로.",https://page.kakao.com/content/60298500?tab_type=about,나눔
검은머리 용병의 캠핑일기,fantasy,펩티드,https://dn-img-page.kakao.com/download/resource?kid=nXsv7/hzKk152LAB/exs0h0W3y556CSchKwK301&filename=th3,"『검은머리 용병의 캠핑일기』

광활하고 신비한 세계 이더스 대륙
전설의 용병, 검은 늑대 리안은 오늘도 의뢰를 받는다
단, 조건은 수상할 정도로 캠핑에 진심이지만!

“그러니까, 거기 가면 호수 뷰 캠핑을 할 수 있다고?”
[어휴. 미친놈.]

대륙은 넓고 즐길 곳도 많다!
누구보다도 워라밸을 추구하는 남자의
슬기로운 힐링 캠핑 생활이 시작된다!",https://page.kakao.com/content/60270049?tab_type=about,나눔
다크 판타지의 천재 마수사냥꾼,fantasy,Standy,https://dn-img-page.kakao.com/download/resource?kid=OGFrm/hzHNE0sEha/WTm8ZJOKRl9gwMJkvr9UOK&filename=th3,"새로 시작한 게임의 첫 캐릭터로 전사를 선택했다.

“전사에게 마나가 무슨 소용이지?”

마나에 대한 재능을 0으로 낮추고 육체 능력을 올렸다.

같은 생각으로 마기, 신성력, 자연 친화력까지 모두 0으로 고정했다.

심지어 오러까지도!

그런데…… 이렇게 조형한 캐릭터 그대로 게임 속 세상에 빠져버렸다?

여기서 살아남으려면, 마수 사냥꾼이 되는 수밖에 없다!",https://page.kakao.com/content/60194376?tab_type=about,나눔
헌터 아카데미의 최강투신,fantasy,연못맨,https://dn-img-page.kakao.com/download/resource?kid=1erak/hzb7r5CgXx/yaKhunNLkAeYD07emsoGk1&filename=th3,"최악이라 불리는 F급 특성. 5살의 신유성은 헌터 명가인 신오가문에서 버림받는다.
그리고 같은 해, 고아원에서 헌터들의 정점인 권왕을 만나 거두어 진다.
권왕은 특성이나 능력 아닌 ‘체술’로 정점에 오른 헌터.
그는 신유성의 특성이 아닌 체질에 주목한다.

구음절맥(九陰絶脈).
“네가 타고난 구음절맥은 몸에 마나가 넘쳐흐르고! 머리가 비상해지며! 천상의 외모를 가진다! 하지만 성인이 되기 전에 죽고 말지…….”

그리고 극양지체(極陽肢體).
“네 몸은 구음절맥을 치료할 양기가 넘쳐흐른다!”

권왕의 눈에 신유성은 비록 F급 특성이지만 천년에 한번 태어날 체질과 신체를 모두 가진 괴물이었다.
그렇게 재능 때문에 가문에게 버림받은 신유성은 아이러니하게도 다시 재능 때문에 권왕의 제자로 거두어진다.

12년이란 시간이 흐르고 모든 준비를 마친 신유성이 하산했다.
신유성의 강함은 헌터들이 중요시 여기는 특성이 아닌, 순수한 체술.
지금껏 없던 헌터의 탄생이었다.",https://page.kakao.com/content/55725050?tab_type=about,나눔
